sample,fluid,percentage,time(days),start_date,end_date,decalcified
incisor_tooth,nitric_acid,5%,8,06/03/2023,14/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,7,06/03/2023,13/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,8,06/03/2023,14/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,8,06/03/2023,14/03/2023,yes
incisor_tooth,nitric_acid,5%,7,06/03/2023,13/03/2023,yes
incisor_tooth,nitric_acid,5%,8,06/03/2023,14/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,8,06/03/2023,14/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,8,06/03/2023,14/03/2023,yes
incisor_tooth,nitric_acid,5%,8,06/03/2023,14/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,7,06/03/2023,13/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,8,06/03/2023,14/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,8,06/03/2023,14/03/2023,yes
incisor_tooth,nitric_acid,5%,8,06/03/2023,14/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,7,06/03/2023,13/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,10,06/03/2023,16/03/2023,yes
incisor_tooth,nitric_acid,5%,9,06/03/2023,15/03/2023,yes
incisor_tooth,nitric_acid,5%,8,06/03/2023,14/03/2023,yes
incisor_tooth,nitric_acid,5%,5,06/03/2023,11/03/2023,no
incisor_tooth,nitric_acid,5%,3,06/03/2023,09/03/2023,no
incisor_tooth,nitric_acid,5%,3,06/03/2023,09/03/2023,no
incisor_tooth,nitric_acid,5%,1,06/03/2023,07/03/2023,no
incisor_tooth,nitric_acid,5%,1,06/03/2023,07/03/2023,no
incisor_tooth,nitric_acid,5%,2,06/03/2023,08/03/2023,no
incisor_tooth,nitric_acid,5%,5,06/03/2023,11/03/2023,no
incisor_tooth,nitric_acid,5%,4,06/03/2023,10/03/2023,no
incisor_tooth,nitric_acid,5%,1,06/03/2023,07/03/2023,no
incisor_tooth,nitric_acid,5%,1,06/03/2023,07/03/2023,no
incisor_tooth,nitric_acid,5%,4,06/03/2023,10/03/2023,no
incisor_tooth,nitric_acid,5%,5,06/03/2023,11/03/2023,no
incisor_tooth,nitric_acid,5%,5,06/03/2023,11/03/2023,no
incisor_tooth,nitric_acid,5%,2,06/03/2023,08/03/2023,no
incisor_tooth,nitric_acid,5%,4,06/03/2023,10/03/2023,no
incisor_tooth,nitric_acid,5%,5,06/03/2023,11/03/2023,no
incisor_tooth,nitric_acid,5%,2,06/03/2023,08/03/2023,no
incisor_tooth,nitric_acid,5%,5,06/03/2023,11/03/2023,no
incisor_tooth,nitric_acid,5%,3,06/03/2023,09/03/2023,no
incisor_tooth,nitric_acid,5%,3,06/03/2023,09/03/2023,no
incisor_tooth,nitric_acid,5%,4,06/03/2023,10/03/2023,no
incisor_tooth,nitric_acid,5%,5,06/03/2023,11/03/2023,no
incisor_tooth,nitric_acid,5%,1,06/03/2023,07/03/2023,no
incisor_tooth,nitric_acid,5%,2,06/03/2023,08/03/2023,no
incisor_tooth,nitric_acid,5%,1,06/03/2023,07/03/2023,no
incisor_tooth,nitric_acid,5%,3,06/03/2023,09/03/2023,no
incisor_tooth,nitric_acid,5%,2,06/03/2023,08/03/2023,no
incisor_tooth,nitric_acid,5%,5,06/03/2023,11/03/2023,no
incisor_tooth,nitric_acid,5%,2,06/03/2023,08/03/2023,no
incisor_tooth,nitric_acid,5%,4,06/03/2023,10/03/2023,no
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,3,06/03/2023,09/03/2023,yes
incisor_tooth,nitric_acid,10%,1.2,06/03/2023,07/03/2023,no
incisor_tooth,nitric_acid,10%,1,06/03/2023,07/03/2023,no
incisor_tooth,nitric_acid,10%,0.8,06/03/2023,06/03/2023,no
incisor_tooth,nitric_acid,10%,0.3,06/03/2023,06/03/2023,no
incisor_tooth,nitric_acid,10%,2.1,06/03/2023,08/03/2023,no
incisor_tooth,nitric_acid,10%,2.3,06/03/2023,08/03/2023,no
incisor_tooth,nitric_acid,10%,1.2,06/03/2023,07/03/2023,no
incisor_tooth,nitric_acid,10%,0.7,06/03/2023,06/03/2023,no
incisor_tooth,nitric_acid,10%,0.6,06/03/2023,06/03/2023,no
incisor_tooth,nitric_acid,10%,1.8,06/03/2023,08/03/2023,no
incisor_tooth,nitric_acid,10%,0.1,06/03/2023,06/03/2023,no
incisor_tooth,nitric_acid,10%,1.7,06/03/2023,08/03/2023,no
incisor_tooth,nitric_acid,10%,2.8,06/03/2023,09/03/2023,no
incisor_tooth,nitric_acid,10%,2.2,06/03/2023,08/03/2023,no
incisor_tooth,nitric_acid,10%,0.9,06/03/2023,06/03/2023,no
incisor_tooth,nitric_acid,10%,1.5,06/03/2023,07/03/2023,no
incisor_tooth,nitric_acid,10%,2.5,06/03/2023,08/03/2023,no
incisor_tooth,nitric_acid,10%,2.9,06/03/2023,09/03/2023,no
incisor_tooth,nitric_acid,10%,2.6,06/03/2023,09/03/2023,no
incisor_tooth,nitric_acid,10%,1.2,06/03/2023,07/03/2023,no
incisor_tooth,nitric_acid,10%,1,06/03/2023,07/03/2023,no
incisor_tooth,nitric_acid,10%,2.3,06/03/2023,08/03/2023,no
incisor_tooth,nitric_acid,10%,1.2,06/03/2023,07/03/2023,no
incisor_tooth,nitric_acid,10%,0.7,06/03/2023,06/03/2023,no
incisor_tooth,nitric_acid,10%,0.6,06/03/2023,06/03/2023,no
incisor_tooth,nitric_acid,10%,1.8,06/03/2023,08/03/2023,no
incisor_tooth,nitric_acid,10%,0.1,06/03/2023,06/03/2023,no
incisor_tooth,nitric_acid,10%,1,06/03/2023,07/03/2023,no
incisor_tooth,nitric_acid,10%,1.5,06/03/2023,07/03/2023,no
incisor_tooth,nitric_acid,10%,2.6,06/03/2023,09/03/2023,no
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
canine_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
canine_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
canine_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
canine_tooth,formic_acid,5%,42,06/03/2023,17/04/2023,yes
incisor_tooth,formic_acid,5%,5,06/03/2023,11/03/2023,no
canine_tooth,formic_acid,8%,20,06/03/2023,26/03/2023,no
canine_tooth,edta,14%,20,06/03/2023,26/03/2023,no
incisor_tooth,formic_acid,5%,19,06/03/2023,25/03/2023,no
incisor_tooth,formic_acid,5%,3,06/03/2023,09/03/2023,no
incisor_tooth,formic_acid,5%,10,06/03/2023,16/03/2023,no
incisor_tooth,formic_acid,5%,14,06/03/2023,20/03/2023,no
premolar_tooth,formic_acid,5%,33,06/03/2023,08/04/2023,no
incisor_tooth,formic_acid,5%,19,06/03/2023,25/03/2023,no
molar_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
premolar_tooth,formic_acid,5%,33,06/03/2023,08/04/2023,no
incisor_tooth,formic_acid,5%,15,06/03/2023,21/03/2023,no
incisor_tooth,formic_acid,5%,19,06/03/2023,25/03/2023,no
premolar_tooth,formic_acid,5%,21,06/03/2023,27/03/2023,no
premolar_tooth,edta,14%,33,06/03/2023,08/04/2023,no
molar_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
molar_tooth,formic_acid,5%,33,06/03/2023,08/04/2023,no
molar_tooth,formic_acid,5%,33,06/03/2023,08/04/2023,no
incisor_tooth,formic_acid,5%,15,06/03/2023,21/03/2023,no
incisor_tooth,formic_acid,5%,25,06/03/2023,31/03/2023,no
incisor_tooth,formic_acid,5%,5,06/03/2023,11/03/2023,no
premolar_tooth,formic_acid,5%,21,06/03/2023,27/03/2023,no
incisor_tooth,formic_acid,5%,12,06/03/2023,18/03/2023,no
molar_tooth,edta,14%,33,06/03/2023,08/04/2023,no
premolar_tooth,formic_acid,8%,21,06/03/2023,27/03/2023,no
incisor_tooth,formic_acid,5%,18,06/03/2023,24/03/2023,no
incisor_tooth,formic_acid,5%,10,06/03/2023,16/03/2023,no
incisor_tooth,formic_acid,5%,14,06/03/2023,20/03/2023,no
incisor_tooth,formic_acid,5%,33,06/03/2023,08/04/2023,no
incisor_tooth,formic_acid,5%,19,06/03/2023,25/03/2023,no
incisor_tooth,formic_acid,5%,25,06/03/2023,31/03/2023,no
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,25,06/03/2023,31/03/2023,yes
incisor_tooth,formic_acid,8%,15,06/03/2023,21/03/2023,no
premolar_tooth,formic_acid,8%,21,06/03/2023,27/03/2023,no
incisor_tooth,formic_acid,8%,10,06/03/2023,16/03/2023,no
incisor_tooth,formic_acid,8%,19,06/03/2023,25/03/2023,no
incisor_tooth,formic_acid,8%,3,06/03/2023,09/03/2023,no
incisor_tooth,formic_acid,8%,10,06/03/2023,16/03/2023,no
incisor_tooth,formic_acid,8%,14,06/03/2023,20/03/2023,no
incisor_tooth,formic_acid,8%,12,06/03/2023,18/03/2023,no
incisor_tooth,formic_acid,8%,9,06/03/2023,15/03/2023,no
incisor_tooth,formic_acid,8%,5,06/03/2023,11/03/2023,no
incisor_tooth,formic_acid,8%,17,06/03/2023,23/03/2023,no
incisor_tooth,formic_acid,8%,10,06/03/2023,16/03/2023,no
incisor_tooth,formic_acid,8%,19,06/03/2023,25/03/2023,no
premolar_tooth,edta,14%,21,06/03/2023,27/03/2023,no
incisor_tooth,formic_acid,8%,10,06/03/2023,16/03/2023,no
premolar_tooth,formic_acid,8%,23,06/03/2023,29/03/2023,no
molar_tooth,formic_acid,8%,23,06/03/2023,29/03/2023,no
incisor_tooth,formic_acid,8%,9,06/03/2023,15/03/2023,no
incisor_tooth,formic_acid,8%,15,06/03/2023,21/03/2023,no
incisor_tooth,formic_acid,8%,14,06/03/2023,20/03/2023,no
incisor_tooth,formic_acid,8%,15,06/03/2023,21/03/2023,no
molar_tooth,formic_acid,5%,21,06/03/2023,27/03/2023,no
incisor_tooth,formic_acid,8%,12,06/03/2023,18/03/2023,no
incisor_tooth,formic_acid,8%,3,06/03/2023,09/03/2023,no
molar_tooth,formic_acid,5%,21,06/03/2023,27/03/2023,no
incisor_tooth,formic_acid,8%,18,06/03/2023,24/03/2023,no
incisor_tooth,formic_acid,8%,10,06/03/2023,16/03/2023,no
incisor_tooth,formic_acid,8%,14,06/03/2023,20/03/2023,no
incisor_tooth,formic_acid,8%,12,06/03/2023,18/03/2023,no
incisor_tooth,formic_acid,8%,17,06/03/2023,23/03/2023,no
incisor_tooth,formic_acid,10%,12,06/03/2023,18/03/2023,yes
incisor_tooth,formic_acid,10%,12,06/03/2023,18/03/2023,yes
incisor_tooth,formic_acid,10%,12,06/03/2023,18/03/2023,yes
incisor_tooth,formic_acid,10%,12,06/03/2023,18/03/2023,yes
